label,count,mean,std,min,25%,50%,75%,max
case,248779.0,1.5585016859364824,1.5008724057537028,-5.31414530887484,0.5481258466690428,1.5578388442705875,2.572598698881664,8.211894608843393
control,248724.0,0.5940683272357502,1.5019135940304111,-6.757475730122371,-0.42176662472121373,0.595715334379006,1.6087631042954662,6.803247173121375
